city,street,price_pln,size_m2,rooms,floor,detail_url,image_url,year_built,market,heating,total_floors,intercom,basement,furnished,elevator,parking_space,gated_property,balcony,terrace,garden,longitude,latitude,distance_from_center,distance_from_airport,distance_from_train_station,distance_from_park,distance_from_university,distance_from_mall
Gdańsk,Bliźniąt,680000,64.0,4,2.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-osowa-blizniat-64m2-mzn2045892572,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvYm5wcnp5MTIvNi9ibnByenkxMl9tc18yMjk1JTI1MkYxNjg2MSUyNTJGT01TXzEuanBnI3Y9MV8zNzg1MjI0MzA4/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-osowa-64-m.jpg,2001,wtórny,C.O. WŁASNE,3,0,1,0,0,1,0,1,0,0,54.4274212,18.4809365,5010.78,5022.04,,5021.79,5018.35,
Gdańsk,Starowiejska,694000,48.0,2,3.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-letnica-starowiejska-48m2-mzn2045719476,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvZ21nNDYwOTc1L2YvZ21nNDYwOTc1X21zXzY3NDY0M18xLmpwZyN2PTFfMzgwMDE2ODc3Ng==/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-letnica-48-m.jpg,2025,wtórny,Co Miejskie,18,1,0,0,1,1,0,1,0,0,54.3953089,18.6466291,4993.09,5004.35,,5004.1,5000.65,
Gdańsk,Turystyczna,1040650,63.0,2,0.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-wyspa-sobieszewska-turystyczna-63m2-mzn2045888388,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvcGFydG5lcnNpbi82L3BhcnRuZXJzaW5fbXNfMTYwNjAzXzEuanBnI3Y9MV8zODAyNjUxMDU4/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-wyspa-sobieszewska-63-m.jpg,2025,wtórny,Co Własne,1,1,0,0,1,1,1,1,1,1,54.3409949,18.8613915,4969.52,4980.79,,4980.53,4977.08,
Gdańsk,Artura Grottgera,3266777,128.0,5,2.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-oliwa-artura-grottgera-128m2-mzn2045944060,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvYm5ob21lYnJvMS80L2JuaG9tZWJybzFfbXNfNjI3OTczLTFfMi5qcGcjdj0xXzM3NDg4MDMyNjE=/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-oliwa-128-m.jpg,2024,pierwotny,-1,3,0,0,0,1,0,0,1,0,1,54.3991,18.5662,5001.07,5012.33,,5012.09,5008.64,
Gdańsk,Józefa Czyżewskiego,415000,27.0,2,0.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-oliwa-jozefa-czyzewskiego-27m2-mzn2045281269,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvbW9yemUvMC9tb3J6ZV9tc19QQU40Mzk2NjJfMS5qcGcjdj0xXzM4MDg0OTE2NzI=/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-oliwa-27-m.jpg,1907,wtórny,Elektryczne,2,1,1,0,0,0,1,0,0,0,54.41874,18.55957,5002.72,5013.98,,5013.73,5010.28,
Gdańsk,Hoża,600000,53.0,3,0.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-stogi-hoza-53m2-mzn2045634552,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvbzYxODA4LzgvbzYxODA4X21zX05ONDUzMDAwXzEuanBnI3Y9MV8zODAwMjAwNzg0/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-stogi-53-m.jpg,-1,wtórny,Co Miejskie,4,1,1,0,0,1,0,1,0,0,54.35988,18.71331,4984.82,4996.08,,4995.83,4992.39,
Gdańsk,Stępkarska,713370,33.0,1,0.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-stepkarska-33m2-mzn2045857567,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvcGFydG5lcnNpbi83L3BhcnRuZXJzaW5fbXNfMjY0NTc1XzEuanBnI3Y9MV8zODAyNTQ1MDcz/3x2_xs:fill_and_crop/kawalerka-na-sprzedaz-gdansk-srodmiescie-33-m.jpg,2027,pierwotny,Co Miejskie,7,1,0,0,1,1,0,0,1,0,54.3587667,18.6643674,4989.5,5000.76,,5000.52,4997.07,
Gdańsk,Tandeta,749000,36.0,1,1.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-tandeta-36m2-mzn2045416742,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvZ21nNDYwOTc1LzUvZ21nNDYwOTc1X21zXzU4OTk2M18xLmpwZyN2PTFfMzgwMDE2ODU2Ng==/3x2_xs:fill_and_crop/kawalerka-na-sprzedaz-gdansk-srodmiescie-36-m.jpg,2012,wtórny,Inne,4,1,0,1,1,1,1,0,1,0,54.35133,18.65553,4989.98,5001.24,,5000.99,4997.55,
Gdańsk,Stefana Ramułta,999000,105.0,4,0.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-orunia-sw-wojciech-lipce-stefana-ramulta-105m2-mzn2045359531,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvbW9yemUvOS9tb3J6ZV9tc19QQU43NzAxMzVfMS5qcGcjdj0xXzM4MDAxNDU4OTI=/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-orunia-sw-wojciech-lipce-105-m.jpg,1950,wtórny,Gazowe,2,1,1,0,0,1,0,0,1,1,54.3211399,18.6343342,4990.5,5001.75,,5001.51,4998.06,
Gdańsk,Księdza Jerzego Popiełuszki,1303000,59.0,3,1.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-ks-jerzego-popieluszki-59m2-mzn2045850227,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvbWFyaW5hMS80L21hcmluYTFfbXNfRUM3OTUyOTM1OTBfMS5qcGcjdj0xXzM3ODY0MzYxMzM=/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-srodmiescie-59-m.jpg,2025,wtórny,Co Miejskie,6,0,0,0,1,1,0,0,1,1,54.3609142,18.6543511,4990.58,5001.84,,5001.6,4998.15,
Gdańsk,Aleja Jana Pawła II,860000,49.0,2,0.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-zaspa-aleja-jana-pawla-ii-49m2-mzn2046207208,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvZ21nNDYyNDQ5LzMvZ21nNDYyNDQ5X21zXzk5OTMxOTYxMV8xLmpwZyN2PTFfMzc5NTg5NDQ5OQ==/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-zaspa-49-m.jpg,-1,wtórny,Miejskie,10,0,0,0,1,1,0,0,0,0,54.3970455,18.6003247,4997.66,5008.92,,5008.67,5005.23,
Gdańsk,Powstańców Wielkopolskich,1399000,75.0,4,2.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-zaspa-powstancow-wielkopolskich-75m2-mzn2046236815,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvYm5wcnp5MTIvOC9ibnByenkxMl9tc18yNjIyJTI1MkYxNjg2MSUyNTJGT01TXzEuanBnI3Y9MV8zODA4NTk4MDA3/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-zaspa-75-m.jpg,2016,wtórny,C.O. Z SIECI MIEJSKIEJ,5,1,1,0,1,1,0,1,0,0,54.3987758,18.615946,4996.24,5007.5,,5007.25,5003.8,
Gdańsk,Polanki,1849000,140.0,6,2.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-oliwa-polanki-140m2-mzn2045509646,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvZXN0YXRpYy8zL2VzdGF0aWNfbXNfT041NTYxNDVfMS5qcGcjdj0xXzM3OTQ5NTQ3NDY=/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-oliwa-140-m.jpg,1890,wtórny,Gazowe,2,0,1,0,0,1,0,1,0,0,54.40539,18.56025,5001.97,5013.23,,5012.98,5009.54,
Gdańsk,Łąkowa,2012949,92.0,4,3.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-lakowa-92m2-mzn2045394190,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvcGFydG5lcnNpbi81L3BhcnRuZXJzaW5fbXNfOTMxNzAyXzEuanBnI3Y9MV8zODAyNTM4NTEz/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-srodmiescie-92-m.jpg,2024,wtórny,Co Miejskie,5,1,0,0,1,1,0,1,0,0,54.34508,18.64785,4990.41,5001.66,,5001.42,4997.97,
Gdańsk,Stara Stocznia,2070773,95.0,4,5.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-stara-stocznia-95m2-mzn2045376633,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvcGFydG5lcnNpbi8xL3BhcnRuZXJzaW5fbXNfNTcwMzIxXzEuanBnI3Y9MV8zODAyODkyNDE1/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-srodmiescie-95-m.jpg,2023,wtórny,Co Miejskie,6,1,0,0,1,1,1,0,0,0,54.35584,18.66169,4989.61,5000.87,,5000.63,4997.18,
Gdańsk,Stara Stocznia,2070773,95.0,4,5.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-stara-stocznia-95m2-mzn2045376632,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvcGFydG5lcnNpbi9jL3BhcnRuZXJzaW5fbXNfNzA2Mzc2XzEuanBnI3Y9MV8zODAyODkyMTcy/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-srodmiescie-95-m.jpg,2023,pierwotny,Co Miejskie,6,1,0,0,1,1,1,0,0,0,54.35584,18.66169,4989.61,5000.87,,5000.63,4997.18,
Gdańsk,Bolesława Krzywoustego,2090000,79.0,3,2.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-przymorze-boleslawa-krzywoustego-79m2-mzn2045295497,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvZXN0YXRpYy8yL2VzdGF0aWNfbXNfT045NzUyMTdfMS5qcGcjdj0xXzM3OTQ5NTI3Njc=/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-przymorze-79-m.jpg,2011,wtórny,Co Miejskie,4,1,0,1,1,1,1,1,1,0,54.41373,18.58229,5000.26,5011.52,,5011.27,5007.83,
Gdańsk,Bolesława Leśmiana,2380000,103.0,3,4.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-wrzeszcz-boleslawa-lesmiana-103m2-mzn2044622427,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvcGFydG5lcnNpbi9lL3BhcnRuZXJzaW5fbXNfOTQ1MzM1XzEuanBnI3Y9MV8zNzkwODQ0ODkx/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-wrzeszcz-103-m.jpg,2021,wtórny,Co Miejskie,6,1,0,1,1,1,0,0,0,0,54.38153,18.58754,4998.11,5009.37,,5009.12,5005.68,
Gdańsk,Wrzeszcz,2640359,130.0,5,9.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-wrzeszcz-130m2-mzn2045354672,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvcGFydG5lcnNpbi81L3BhcnRuZXJzaW5fbXNfOTgwNjg4XzEuanBnI3Y9MV8zODAyODkyNTQ3/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-wrzeszcz-130-m.jpg,2025,wtórny,Co Miejskie,10,0,0,0,1,1,0,0,0,0,54.38895,18.6234,4995.01,5006.27,,5006.03,5002.58,
Gdańsk,Sienna Grobla,3276000,130.0,4,2.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-sienna-grobla-130m2-mzn2045354670,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvcGFydG5lcnNpbi9iL3BhcnRuZXJzaW5fbXNfNTUwNTMyXzEuanBnI3Y9MV8zNzkyMTIwODM3/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-srodmiescie-130-m.jpg,2023,wtórny,Co Miejskie,5,0,0,1,1,1,0,0,0,0,54.35671,18.66722,4989.12,5000.38,,5000.14,4996.69,
Gdańsk,Przytulna,575000,37.0,2,0.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-jasien-przytulna-37m2-mzn2044920819,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvbW9yemUvMS9tb3J6ZV9tc19QQU40OTY0MzRfMS5qcGcjdj0xXzM4MDAwNDgwNjg=/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-jasien-37-m.jpg,2017,wtórny,Co Miejskie,5,1,1,1,1,1,0,0,0,1,54.34978,18.5347,5001.61,5012.86,,5012.63,5009.18,
Gdańsk,Letnica,1590000,85.0,3,15.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-letnica-85m2-mzn2044736387,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvZm9ycGlrL2YvZm9ycGlrX21zXzk0NTMyNl8xLmpwZyN2PTFfMzc4ODYzMDQ1Nw==/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-letnica-85-m.jpg,2021,wtórny,Co Miejskie,17,1,1,0,1,1,0,1,0,0,54.39538,18.64324,4993.42,5004.68,,5004.43,5000.99,
Gdańsk,Jagiellońska,430000,30.0,1,0.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-przymorze-jagiellonska-30m2-mzn2045913990,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvbGRrL2EvbGRrX21zX0xESzQ5MjE4NV8xLmpwZyN2PTFfMzc4NTIwNzA1Ng==/3x2_xs:fill_and_crop/kawalerka-na-sprzedaz-gdansk-przymorze-30-m.jpg,-1,wtórny,Co Miejskie,10,1,0,0,1,1,0,1,0,0,54.4133432,18.5972609,4998.79,5010.05,,5009.8,5006.36,
Gdańsk,Grobla III,656000,31.0,1,1.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-pomorskie-gdansk-grobla-iii-31m2-mzn2045873876,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvZ21nNDYxNDQzLzUvZ21nNDYxNDQzX21zXzElMjUyRjE4MzI3JTI1MkZPTVNfMS5qcGcjdj0xXzM3OTA3NjM4MDI=/3x2_xs:fill_and_crop/kawalerka-na-sprzedaz-gdansk-grobla-iii-31-m.jpg,1960,wtórny,C.O. Z SIECI MIEJSKIEJ,3,0,0,0,1,1,0,0,0,0,54.3521974,18.6543542,4990.14,5001.4,,5001.15,4997.71,
Gdańsk,Wrocławska,1137000,102.0,3,1.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-aniolki-wroclawska-102m2-mzn2045127449,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvbW9yemUvYy9tb3J6ZV9tc19QQU4zOTc1NThfMS5qcGcjdj0xXzM3OTc2NjY0MDA=/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-aniolki-102-m.jpg,1930,wtórny,Gazowe,1,1,1,0,0,1,0,0,0,1,54.3560087,18.6338081,4992.32,5003.58,,5003.34,4999.89,
Gdańsk,Bolesława Leśmiana,775000,32.0,1,1.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-wrzeszcz-boleslawa-lesmiana-32m2-mzn2045876301,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvYm5ob21lL2MvYm5ob21lX21zXzkxMDk5M18xLmpwZyN2PTFfMzc0NjAwNjIwOA==/3x2_xs:fill_and_crop/kawalerka-na-sprzedaz-gdansk-wrzeszcz-32-m.jpg,-1,wtórny,Co Miejskie,7,1,0,0,1,0,0,0,0,1,54.3821893,18.5891752,4997.98,5009.24,,5009.0,5005.55,
Gdańsk,Romana Dmowskiego,1100000,84.0,4,3.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-wrzeszcz-romana-dmowskiego-84m2-mzn2045898215,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvbWFndXJhLzQvbWFndXJhX21zXzYzXzYuanBlZyN2PTFfMzc0NDcyMjIxMA==/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-wrzeszcz-84-m.jpg,1960,wtórny,Miejskie,3,1,1,1,0,1,0,1,0,0,54.3795,18.6078,4996.04,5007.3,,5007.06,5003.61,
Gdańsk,Wałowa,519000,22.0,1,2.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-walowa-22m2-mzn2044722576,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvdGVrdG9uY2FwaS8yL3Rla3RvbmNhcGlfbXNfVEM5MDgwNjdfMS5qcGcjdj0xXzM4MDg1NTAwNjM=/3x2_xs:fill_and_crop/kawalerka-na-sprzedaz-gdansk-srodmiescie-22-m.jpg,1920,wtórny,Co Miejskie,3,1,0,0,1,0,0,0,0,0,54.35893,18.65059,4990.85,5002.11,,5001.86,4998.41,
Gdańsk,Słoneczna Dolina,670000,52.0,2,0.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-siedlce-sloneczna-dolina-52m2-mzn2045696614,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvdHlzemtpZXcvYS90eXN6a2lld19tc19UWTI1NjI0OV8xLmpwZyN2PTFfMzgwMzExMjU2Nw==/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-siedlce-52-m.jpg,2002,wtórny,Co Miejskie,3,1,1,0,0,1,0,1,0,0,54.3435009,18.5887656,4996.05,5007.31,,5007.07,5003.62,
Gdańsk,Jacka Malczewskiego,769000,42.0,2,3.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-siedlce-jacka-malczewskiego-42m2-mzn2045775243,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvbW9yemUvNS9tb3J6ZV9tc19QQU42OTg3MjhfMS5qcGcjdj0xXzM3ODg2Mzk5OTg=/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-siedlce-42-m.jpg,2012,wtórny,Co Miejskie,3,0,1,0,1,1,0,1,0,0,54.3468119,18.6188842,4993.3,5004.56,,5004.31,5000.87,
Gdańsk,Jasieńska,1040000,75.0,3,0.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-jasien-jasienska-75m2-mzn2045243470,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvZG9taC9iL2RvbWhfbXNfREg0NTkzNTdfMS5qcGcjdj0xXzM4MDg3NTM4OTU=/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-jasien-75-m.jpg,2011,wtórny,Co Miejskie,2,1,0,0,1,1,1,0,1,1,54.34601,18.54996,4999.94,5011.19,,5010.95,5007.51,
Gdańsk,Wileńska,694000,67.0,3,10.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-piecki-migowo-wilenska-67m2-mzn2045718514,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvbGRrL2MvbGRrX21zX0xESzk4MTcyOV8xLmpwZyN2PTFfMzc4NzU1NzQ2Mw==/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-piecki-migowo-67-m.jpg,1978,wtórny,Co Miejskie,10,1,1,0,1,0,0,1,0,0,54.3616,18.59964,4995.92,5007.18,,5006.93,5003.49,
Gdańsk,Mariana Seredyńskiego,1240000,107.0,4,1.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-mariana-seredynskiego-107m2-mzn2045868464,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvcGFydG5lcnNpbi81L3BhcnRuZXJzaW5fbXNfNDU0NDE0XzEuanBnI3Y9MV8zNzQ0MTU2MDQ2/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-srodmiescie-107-m.jpg,1904,wtórny,Gazowe,3,1,1,0,0,1,0,1,0,0,54.3501523,18.6664552,4988.86,5000.12,,4999.88,4996.43,
Gdańsk,Siedlce,1700000,147.0,6,3.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-siedlce-147m2-mzn2042424434,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvZ2FuZGcvMC9nYW5kZ19tc18zOSUyNTJGNzA2NyUyNTJGT01TXzEuanBnI3Y9MV8zNzk4Nzc2OTA3/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-siedlce-147-m.jpg,1997,wtórny,C.O. Z SIECI MIEJSKIEJ,4,0,0,1,0,1,0,0,0,0,54.34892797,18.62616062,4992.7,5003.96,,5003.72,5000.27,
Gdańsk,Chmielna,1785015,56.0,1,6.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-chmielna-56m2-mzn2044960651,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvcGFydG5lcnNpbi83L3BhcnRuZXJzaW5fbXNfNjYyNDcwXzEuanBnI3Y9MV8zODAyNjUxMjc1/3x2_xs:fill_and_crop/kawalerka-na-sprzedaz-gdansk-srodmiescie-56-m.jpg,2024,pierwotny,Co Miejskie,6,0,0,0,1,0,0,0,0,0,54.3481485,18.6578566,4989.59,5000.85,,5000.61,4997.16,
Gdańsk,Chmielna,1943515,66.0,1,3.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-chmielna-66m2-mzn2044960650,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvcGFydG5lcnNpbi9hL3BhcnRuZXJzaW5fbXNfNDcyODczXzEuanBnI3Y9MV8zODAyNjUxMjU1/3x2_xs:fill_and_crop/kawalerka-na-sprzedaz-gdansk-srodmiescie-66-m.jpg,2024,pierwotny,Co Miejskie,6,0,0,0,1,0,0,0,0,0,54.3481485,18.6578566,4989.59,5000.85,,5000.61,4997.16,
Gdańsk,Żywiecka,599000,45.0,2,1.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-wrzeszcz-zywiecka-45m2-mzn2045830170,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvZ21nNDYwNzkzLzkvZ21nNDYwNzkzX21zXzg5NTg2MF8xLmpwZyN2PTFfMzc0ODc4NTcxMg==/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-wrzeszcz-45-m.jpg,-1,wtórny,Gazowe,2,1,1,0,0,1,0,0,0,1,54.38554,18.62447,4994.74,5006.0,,5005.75,5002.3,
Gdańsk,Aleja Generała Józefa Hallera,840816,48.0,2,1.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-wrzeszcz-gen-jozefa-hallera-48m2-mzn2045943818,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvYm5ob21lYnJvMS9jL2JuaG9tZWJybzFfbXNfMTc2MjcxLTFfOS5qcGcjdj0yXzM3NDg3OTg0Mjg=/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-wrzeszcz-48-m.jpg,2025,pierwotny,-1,10,0,0,0,1,0,0,0,1,0,54.3892,18.6228,4995.08,5006.34,,5006.1,5002.65,
Gdańsk,Chmielna,1398600,74.0,4,7.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-pomorskie-gdansk-chmielna-74m2-mzn2045899844,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvbW9yZWFsL2MvbW9yZWFsX21zX0VDODMyNTg2XzEuanBnI3Y9MV8zNzg1MTQ3NzAy/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-chmielna-74-m.jpg,2013,wtórny,-1,8,0,0,0,0,0,0,0,0,0,54.34314,18.6545,4989.66,5000.92,,5000.68,4997.23,
Gdańsk,Aleja Grunwaldzka,589000,38.0,2,9.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-oliwa-aleja-grunwaldzka-38m2-mzn2045841831,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvbW9yemUvOS9tb3J6ZV9tc19QQU41NzQ5NjZfMS5qcGcjdj0xXzM3NjA1MTQwMTE=/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-oliwa-38-m.jpg,1970,wtórny,Co Miejskie,10,0,1,0,1,1,0,1,0,0,54.419035,18.5660282,5002.11,5013.37,,5013.12,5009.67,
