city,street,price_pln,size_m2,rooms,floor,detail_url,image_url,year_built,market,heating,total_floors,intercom,basement,furnished,elevator,parking_space,gated_property,balcony,terrace,garden,longitude,latitude
Gdańsk,"Leszczyńskich, Zaspa, Gdańsk",2519250.0,100.0,4,0.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-zaspa-leszczynskich-2-100m2-mzn2045553708,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL2Rld2Vsb3Blcnp5LzExNzgxX3dpenVhbGl6YWNqYTQuanBnI3Y9MTc2MjMzNTYwNA==/3x2_xs:fill_and_crop/mieszkanie-w-inwestycji-leszczynskich-2-gdansk-100-m.jpg,2026,Pierwotny,-1,5,0,0,0,0,0,0,0,0,0,,
Gdańsk,"Piekarnicza, Piecki-Migowo, Gdańsk",553120.0,34.0,2,,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-piecki-migowo-piekarnicza-34m2-mzn2045454902,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL2Rld2Vsb3Blcnp5LzEwNTMyX3dpenVhbGl6YWNqYTUuanBnI3Y9MTc1MjgxNjE0Ng==/3x2_xs:fill_and_crop/mieszkanie-w-inwestycji-osiedle-synteza-gdansk-34-m.jpg,2027,Pierwotny,-1,-1,0,0,0,0,0,0,0,0,0,,
Gdańsk,"Piekarnicza, Piecki-Migowo, Gdańsk",862996.0,54.0,3,,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-piecki-migowo-piekarnicza-54m2-mzn2045454964,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL2Rld2Vsb3Blcnp5LzEwNTMyX3dpenVhbGl6YWNqYTYtMS5qcGcjdj0xNzUyODE2MTQ2/3x2_xs:fill_and_crop/mieszkanie-w-inwestycji-osiedle-synteza-gdansk-54-m.jpg,2027,Pierwotny,-1,-1,0,0,0,0,0,0,1,0,0,,
Gdańsk,"Chmielna, Śródmieście, Gdańsk",2499000.0,84.0,3,6.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-chmielna-84m2-mzn2046572941,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvbjEyNzEzOS85L24xMjcxMzlfbXNfTUc4MjQ2ODdfMS5qcGcjdj0xXzM4NjA2MTAyOTA=/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-srodmiescie-84-m.jpg,2024,Wtórny,C.O. miejskie,6,1,0,0,1,1,1,1,0,0,,
Gdańsk,"Generała Władysława Andersa, Jasień, Gdańsk",869424.0,56.0,3,0.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-jasien-gen-wladyslawa-andersa-56m2-mzn2046280092,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL2Rld2Vsb3Blcnp5LzEyMDMyX3dpenVhbGl6YWNqYTMuanBnI3Y9MTc1OTkxMzg0NA==/3x2_xs:fill_and_crop/mieszkanie-w-inwestycji-alfa-park-gdansk-56-m.jpg,2026,Pierwotny,-1,5,0,0,0,1,0,0,0,0,0,,
Gdańsk,"Księdza Jerzego Popiełuszki, Śródmieście, Gdańsk",1894193.0,93.0,4,,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-popieluszki-93m2-mzn2045449486,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL2Rld2Vsb3Blcnp5LzkxNzZfd2l6dWFsaXphY2phNC0xLmpwZyN2PTE3NTg4ODIxNjA=/3x2_xs:fill_and_crop/mieszkanie-w-inwestycji-doki-gdansk-93-m.jpg,2027,Pierwotny,-1,-1,0,0,0,0,0,0,1,0,0,,
Gdańsk,"Księdza Jerzego Popiełuszki, Śródmieście, Gdańsk",2176948.0,99.0,4,,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-popieluszki-99m2-mzn2045449578,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL2Rld2Vsb3Blcnp5LzkxNzZfd2l6dWFsaXphY2phNi5wbmcjdj0xNzU4ODgyMTYw/3x2_xs:fill_and_crop/mieszkanie-w-inwestycji-doki-gdansk-99-m.jpg,2027,Pierwotny,-1,-1,0,0,0,0,0,0,0,0,0,,
Gdańsk,"Spichrzowa, Śródmieście, Gdańsk",2042800.0,81.0,1,,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-spichrzowa-18-29-81m2-mzn2045180227,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL2Rld2Vsb3Blcnp5LzExNjQzX3dpenVhbGl6YWNqYTUuanBnI3Y9MTc1NzUwOTcyOQ==/3x2_xs:fill_and_crop/mieszkanie-w-inwestycji-granaria-gdansk-81-m.jpg,2024,Pierwotny,-1,-1,0,0,0,0,0,0,0,0,0,,
Gdańsk,"Spichrzowa, Śródmieście, Gdańsk",2373300.0,92.0,1,,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-spichrzowa-18-29-92m2-mzn2045180219,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL2Rld2Vsb3Blcnp5LzExNjQzX3dpenVhbGl6YWNqYTUuanBnI3Y9MTc1NzUwOTcyOQ==/3x2_xs:fill_and_crop/mieszkanie-w-inwestycji-granaria-gdansk-92-m.jpg,2024,Pierwotny,-1,-1,0,0,0,0,0,0,0,0,0,,
Gdańsk,"Lawendowe Wzgórze, Jasień, Gdańsk",759152.0,55.0,3,2.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-jasien-lawendowe-wzgorze-55m2-mzn2046527184,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL2Rld2Vsb3Blcnp5LzEyMDYzX3dpenVhbGl6YWNqYTMuanBnI3Y9MTc2Mjk1MjE4MQ==/3x2_xs:fill_and_crop/mieszkanie-w-inwestycji-lawendowe-wzgorze-gdansk-55-m.jpg,2027,Pierwotny,-1,6,0,0,0,0,0,0,0,0,0,,
Gdańsk,"Lawendowe Wzgórze, Jasień, Gdańsk",443853.0,29.0,1,3.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-jasien-lawendowe-wzgorze-29m2-mzn2046527185,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL2Rld2Vsb3Blcnp5LzEyMDYzX3dpenVhbGl6YWNqYTIuanBnI3Y9MTc2Mjk1MjE4MQ==/3x2_xs:fill_and_crop/mieszkanie-w-inwestycji-lawendowe-wzgorze-gdansk-29-m.jpg,2027,Pierwotny,-1,6,0,0,0,0,1,0,0,0,0,,
Gdańsk,"Kartuska, Ujeścisko-Łostowice, Gdańsk",724282.0,55.0,3,,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-ujescisko-lostowice-kartuska-55m2-mzn2045462229,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL2Rld2Vsb3Blcnp5LzExMTQwX3dpenVhbGl6YWNqYTQuanBnI3Y9MTc1NDYzMzgwMw==/3x2_xs:fill_and_crop/mieszkanie-w-inwestycji-wzgorze-hoplity-gdansk-55-m.jpg,2026,Pierwotny,-1,-1,0,0,0,0,0,0,1,0,0,,
Gdańsk,"Pastelowa, Ujeścisko-Łostowice, Gdańsk",599000.0,51.0,3,,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-ujescisko-lostowice-pastelowa-51m2-mzn2046252313,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL2Rld2Vsb3Blcnp5LzExNjQ4X3dpenVhbGl6YWNqYTkuanBnI3Y9MTc2MDcwMzEyMA==/3x2_xs:fill_and_crop/mieszkanie-w-inwestycji-osiedle-pastelowe-gdansk-51-m.jpg,2025,Pierwotny,-1,-1,0,0,0,1,0,0,1,0,0,,
Gdańsk,"Romana Dmowskiego, Wrzeszcz Górny, Gdańsk",1100000.0,84.0,4,3.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-wrzeszcz-romana-dmowskiego-84m2-mzn2045898215,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvbWFndXJhLzQvbWFndXJhX21zXzYzXzYuanBlZyN2PTFfMzc0NDcyMjIxMA==/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-wrzeszcz-84-m.jpg,1960,Wtórny,C.O. miejskie,3,1,1,1,0,1,0,1,0,0,,
Gdańsk,"Leśna Góra, Niedźwiednik, Gdańsk",942312.0,59.0,3,,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-bretowo-lesna-gora-59m2-mzn2045452418,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL2Rld2Vsb3Blcnp5LzExNTgwX3dpenVhbGl6YWNqYTgucG5nI3Y9MTc1ODAxNDMwMQ==/3x2_xs:fill_and_crop/mieszkanie-w-inwestycji-lesna-gora-gdansk-59-m.jpg,2027,Pierwotny,-1,-1,0,0,0,0,0,0,1,0,0,,
Gdańsk,"Leśna Góra, Niedźwiednik, Gdańsk",645808.0,35.0,2,,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-bretowo-lesna-gora-35m2-mzn2045452379,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL2Rld2Vsb3Blcnp5LzExNTgwX3dpenVhbGl6YWNqYTMuanBnI3Y9MTc1ODAxNDMwMQ==/3x2_xs:fill_and_crop/mieszkanie-w-inwestycji-lesna-gora-gdansk-35-m.jpg,2027,Pierwotny,-1,-1,0,0,0,0,0,0,0,0,0,,
Gdańsk,"Pastelowa, Ujeścisko-Łostowice, Gdańsk",668000.0,58.0,3,,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-ujescisko-lostowice-pastelowa-58m2-mzn2046290632,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL2Rld2Vsb3Blcnp5LzExNjQ4X3dpenVhbGl6YWNqYTEucG5nI3Y9MTc2MDcwMzEyMA==/3x2_xs:fill_and_crop/mieszkanie-w-inwestycji-osiedle-pastelowe-gdansk-58-m.jpg,2025,Pierwotny,-1,-1,0,0,0,1,0,0,0,0,0,,
Gdańsk,"Rytelska, Św. Wojciech, Gdańsk",398840.0,33.0,2,,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-orunia-sw-wojciech-lipce-rytelska-33m2-mzn2046288083,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL2Rld2Vsb3Blcnp5LzEyMDIzX3dpenVhbGl6YWNqYTMuanBnI3Y9MTc2MzAzNDUxMA==/3x2_xs:fill_and_crop/mieszkanie-w-inwestycji-rytelska-gdansk-33-m.jpg,2027,Pierwotny,-1,-1,0,0,0,0,0,0,0,0,0,,
Gdańsk,"Rytelska, Św. Wojciech, Gdańsk",,27.0,1,,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-orunia-sw-wojciech-lipce-rytelska-27m2-mzn2046288091,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL2Rld2Vsb3Blcnp5LzEyMDIzX3dpenVhbGl6YWNqYTYuanBnI3Y9MTc2MzAzNDUxMA==/3x2_xs:fill_and_crop/mieszkanie-w-inwestycji-rytelska-gdansk-27-m.jpg,2027,Pierwotny,-1,-1,0,0,0,0,0,0,0,0,0,,
Gdańsk,"Władysława Czermińskiego, Jasień, Gdańsk",427000.0,33.0,1,,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-jasien-czerminskiego-21-33m2-mzn2045748050,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL2Rld2Vsb3Blcnp5LzExMTYzX3dpenVhbGl6YWNqYTEwLmpwZyN2PTE3NTg4MDc0Njg=/3x2_xs:fill_and_crop/mieszkanie-w-inwestycji-urzeka-gdansk-33-m.jpg,2026,Pierwotny,-1,-1,0,0,0,0,1,0,0,0,0,,
Gdańsk,"Władysława Czermińskiego, Jasień, Gdańsk",583000.0,55.0,3,,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-jasien-czerminskiego-21-55m2-mzn2045432547,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL2Rld2Vsb3Blcnp5LzExMTYzX3dpenVhbGl6YWNqYTMuanBnI3Y9MTc1ODgwNzQ2OA==/3x2_xs:fill_and_crop/mieszkanie-w-inwestycji-urzeka-gdansk-55-m.jpg,2026,Pierwotny,-1,-1,0,0,0,0,0,0,0,0,0,,
Gdańsk,"Warszawska, Ujeścisko-Łostowice, Gdańsk",648450.0,49.0,3,,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-ujescisko-lostowice-warszawska-49m2-mzn2045457086,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL2Rld2Vsb3Blcnp5LzExMzczX3dpenVhbGl6YWNqYTguanBnI3Y9MTc1NDYzMzc5MA==/3x2_xs:fill_and_crop/mieszkanie-w-inwestycji-warszawska-gdansk-49-m.jpg,2026,Pierwotny,-1,-1,0,0,0,0,0,0,1,0,0,,
Gdańsk,"Warszawska, Ujeścisko-Łostowice, Gdańsk",608143.0,44.0,2,,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-ujescisko-lostowice-warszawska-44m2-mzn2045457111,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL2Rld2Vsb3Blcnp5LzExMzczX3dpenVhbGl6YWNqYTIuanBnI3Y9MTc1NDYzMzc5MA==/3x2_xs:fill_and_crop/mieszkanie-w-inwestycji-warszawska-gdansk-44-m.jpg,2026,Pierwotny,-1,-1,0,0,0,0,0,0,1,0,0,,
Gdańsk,"Chmielna, Śródmieście, Gdańsk",2499000.0,84.0,3,6.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-chmielna-84m2-mzn2046572941,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvbjEyNzEzOS85L24xMjcxMzlfbXNfTUc4MjQ2ODdfMS5qcGcjdj0xXzM4NjA2MTAyOTA=/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-srodmiescie-84-m.jpg,2024,Wtórny,C.O. miejskie,6,1,0,0,1,1,1,1,0,0,,
Gdańsk,"Krzysztofa Komedy, Jasień, Gdańsk",939000.0,58.0,3,0.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-jasien-krzysztofa-komedy-58m2-mzn2046551021,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvemdsb3N6ZW5pYS8wL3pnbG9zemVuaWFfbXNfZ3JhdGthLTQ0OTgwNTMzXzEuanBnI3Y9MV8zODYxNjA1NDMz/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-58-m.jpg,2018,Wtórny,-1,3,1,0,1,1,1,1,1,0,0,,
Gdańsk,"Starowiejska, Letnica, Gdańsk",739000.0,38.0,2,2.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-letnica-starowiejska-38m2-mzn2046545659,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvZW5zby80L2Vuc29fbXNfMzhfNS5qcGcjdj0yXzM4NTQ5Mjc5MDA=/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-letnica-38-m.jpg,2018,Wtórny,C.O. miejskie,6,1,1,1,1,1,0,1,0,0,,
Gdańsk,"Daniela Chodowieckiego, Aniołki, Gdańsk",1170000.0,81.0,3,1.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-aniolki-daniela-chodowieckiego-81m2-mzn2046518097,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvemdsb3N6ZW5pYS81L3pnbG9zemVuaWFfbXNfZ3JhdGthLTQ0ODkyNTY1XzEuanBnI3Y9MV8zODYwNjczOTUy/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-81-m.jpg,-1,Wtórny,-1,3,0,1,0,0,0,0,0,0,0,,
Gdańsk,"Kazimierza Wielkiego, Orunia Górna-Gdańsk Południe, Gdańsk",460000.0,35.0,2,0.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-orunia-gorna-gdansk-poludnie-kazimierza-wielkiego-35m2-mzn2046574165,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvYm5vc3NvdzEvYS9ibm9zc293MV9tc184MTAwMDdfMS5qcGcjdj0xXzM4NjMyMDA3MDQ=/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-orunia-gorna-gdansk-poludnie-35-m.jpg,2010,Wtórny,C.O. miejskie,3,1,1,0,1,1,0,0,1,1,,
Gdańsk,"Ujeścisko-Łostowice, Gdańsk",490000.0,40.0,2,3.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-ujescisko-lostowice-kazimierza-porebskiego-40m2-mzn2045239168,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvemdsb3N6ZW5pYS84L3pnbG9zemVuaWFfbXNfZ3JhdGthLTQwMTc5MTI3XzEuanBnI3Y9MV8zNjE5MjM4MjI1/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-40-m.jpg,2003,Wtórny,-1,3,1,1,0,0,0,1,0,0,0,,
Gdańsk,"Wolności, Nowy Port, Gdańsk",589000.0,44.0,2,0.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-nowy-port-wolnosci-44m2-mzn2046489976,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvdmljdHVzLzUvdmljdHVzX21zXzk4NjAyM18xLmpwZyN2PTFfMzg0NTEzNTYzOQ==/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-nowy-port-44-m.jpg,1952,Wtórny,C.O. gazowe,3,1,1,0,0,0,0,0,0,0,,
Gdańsk,"Storczykowa, Kokoszki, Gdańsk",549000.0,55.0,2,2.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-kokoszki-storczykowa-55m2-mzn2045853724,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvd2V4LzYvd2V4X21zX1dFMDM5MjZfMS5qcGcjdj0xXzM4NjE4MDQ4NTE=/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-kokoszki-55-m.jpg,2003,Wtórny,Kotłownia,3,1,1,0,0,1,1,1,0,0,,
Gdańsk,"Stanisława Hebanowskiego, Chełm, Gdańsk",729000.0,64.0,3,2.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-chelm-stanislawa-hebanowskiego-64m2-mzn2046512498,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvbmVzdC9lL25lc3RfbXNfMzA3OTg3XzEuanBnI3Y9MV8zODYxOTM4ODM4/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-chelm-64-m.jpg,2005,Wtórny,-1,3,0,1,0,1,0,0,1,0,0,,
Gdańsk,"Uczniowska, Brzeźno, Gdańsk",1052844.0,67.0,4,,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-brzezno-uczniowska-67m2-mzn2046479788,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL2Rld2Vsb3Blcnp5LzEyMDU3X3dpenVhbGl6YWNqYTEwLmpwZyN2PTE3NjEzMDc1MTg=/3x2_xs:fill_and_crop/mieszkanie-w-inwestycji-przystan-brzezno-gdansk-67-m.jpg,2027,Pierwotny,-1,-1,0,0,0,0,0,0,1,0,0,,
Gdańsk,"Powstańców Wielkopolskich, Zaspa, Gdańsk",1299000.0,75.0,4,2.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-zaspa-powstancow-wielkopolskich-75m2-mzn2046236815,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvYm5wcnp5MTIvOC9ibnByenkxMl9tc18yNjIyJTI1MkYxNjg2MSUyNTJGT01TXzEuanBnI3Y9MV8zODYzMjA5Mjk5/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-zaspa-75-m.jpg,2016,Wtórny,C.O. miejskie,5,1,1,0,1,1,0,1,0,0,,
Gdańsk,"Uczniowska, Brzeźno, Gdańsk",695115.0,40.0,2,,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-brzezno-uczniowska-40m2-mzn2046479762,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL2Rld2Vsb3Blcnp5LzEyMDU3X3dpenVhbGl6YWNqYTUuanBnI3Y9MTc2MTMwNzUxOA==/3x2_xs:fill_and_crop/mieszkanie-w-inwestycji-przystan-brzezno-gdansk-40-m.jpg,2027,Pierwotny,-1,-1,0,0,0,0,0,0,1,0,0,,
Gdańsk,"Jerzego Świrskiego, Zakoniczyn, Gdańsk",939000.0,74.0,3,4.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-ujescisko-lostowice-jerzego-swirskiego-74m2-mzn2046539909,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvYm5wcnp5MTIvYi9ibnByenkxMl9tc18zMzM0JTI1MkYxNjg2MSUyNTJGT01TXzEuanBnI3Y9MV8zODU0MTAwODgw/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-ujescisko-lostowice-74-m.jpg,2019,Wtórny,C.O. miejskie,4,0,1,0,1,1,0,1,0,0,,
Gdańsk,"Klonowa, Wrzeszcz, Gdańsk",609000.0,47.0,2,3.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-wrzeszcz-klonowa-47m2-mzn2046452365,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvYm5wcnp5MTIvOC9ibnByenkxMl9tc18zMDEzJTI1MkYxNjg2MSUyNTJGT01TXzEuanBnI3Y9MV8zODYwNjQ5ODYy/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-wrzeszcz-47-m.jpg,1955,Wtórny,C.O. miejskie,4,0,0,0,0,0,0,0,0,0,,
Gdańsk,"Sienna Grobla, Śródmieście, Gdańsk",750000.0,30.0,2,5.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-sienna-grobla-30m2-mzn2046462098,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvbW9yZWFsLzEvbW9yZWFsX21zX0VDOTA2NTA2XzEuanBnI3Y9MV8zODU4NjQ4OTA3/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-srodmiescie-30-m.jpg,2021,Wtórny,-1,5,1,0,0,0,0,0,0,0,0,,
Gdańsk,"Alfonsa Flisykowskiego, Jasień, Gdańsk",888406.0,74.0,3,2.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-jasien-alfonsa-flisykowskiego-74m2-mzn2046168904,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvbzYxODA4L2YvbzYxODA4X21zX05OMjUwMTEyXzEuanBnI3Y9MV8zODQ3MzU1MTkz/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-jasien-74-m.jpg,2020,Wtórny,C.O. miejskie,3,1,0,0,1,1,0,1,0,0,,
Gdańsk,"Stara Stocznia, Stare Miasto, Gdańsk",3750000.0,108.0,4,3.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-stara-stocznia-108m2-mzn2046256698,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvbW9yZWFsL2YvbW9yZWFsX21zX0VDNTg0NjQ0XzEuanBnI3Y9MV8zODEwODU1MDUx/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-srodmiescie-108-m.jpg,2023,Wtórny,-1,6,0,0,0,0,1,0,0,0,0,,
