city,street,price_pln,size_m2,rooms,floor,detail_url,image_url,year_built,coords
Gdańsk,Śródmieście,490000,26 m²,1 pokój,parter/4,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-26m2-mzn2045619594,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvZ21nNDYxMjk1L2QvZ21nNDYxMjk1X21zX0NQMTEzMDA4OV8xLmpwZyN2PTFfMzc0NTk2ODI4Nw==/3x2_xs:fill_and_crop/kawalerka-na-sprzedaz-gdansk-srodmiescie-26-m.jpg,2025,"54.3509,18.6706"
Gdańsk,Łąkowa,490000,55 m²,2 pokoje,piętro 5/5,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-lakowa-55m2-mzn2045877680,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvbW9yemUvYS9tb3J6ZV9tc19QQU43MDYzMTdfMS5qcGcjdj0xXzM3NDg2ODQ1MDY=/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-srodmiescie-55-m.jpg,2022,"54.3441957,18.6628912"
Gdańsk,Mariana Seredyńskiego,320000,107 m²,4 pokoje,piętro 1/3,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-mariana-seredynskiego-107m2-mzn2045868464,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvcGFydG5lcnNpbi81L3BhcnRuZXJzaW5fbXNfNDU0NDE0XzEuanBnI3Y9MV8zNzQ0MTU2MDQ2/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-srodmiescie-107-m.jpg,1904,"54.3501523,18.6664552"
Gdańsk,Śląska,320000,83 m²,3 pokoje,piętro 6/6,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-przymorze-slaska-83m2-mzn2045876603,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvcGFydG5lcnNpbi9lL3BhcnRuZXJzaW5fbXNfNDQwMzE1XzEuanBnI3Y9MV8zNzQ0NTE0ODc5/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-przymorze-83-m.jpg,2020,"54.4076451,18.5767311"
Gdańsk,Łąkowa,834900,120 m²,4 pokoje,piętro 1/4,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-lakowa-120m2-mzn2045844000,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvcGFydG5lcnNpbi9mL3BhcnRuZXJzaW5fbXNfOTgwMDU0XzEuanBnI3Y9MV8zNzUyMzY3OTYy/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-srodmiescie-120-m.jpg,1898,"54.34252,18.66128"
Gdańsk,Ks. Jerzego Popiełuszki,834900,76 m²,3 pokoje,piętro 9/9,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-mlyniska-ks-jerzego-popieluszki-76m2-mzn2045876699,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvcGFydG5lcnNpbi9lL3BhcnRuZXJzaW5fbXNfOTQyODgzXzEuanBnI3Y9MV8zNzQyNjI5MDY2/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-mlyniska-76-m.jpg,2025,"54.3630456,18.6488883"
Gdańsk,Jana Bażyńskiego,609000,115 m²,4 pokoje,piętro 2/3,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-oliwa-jana-bazynskiego-115m2-mzn2045712750,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvcGFydG5lcnNpbi84L3BhcnRuZXJzaW5fbXNfMzE5OTA3XzEuanBnI3Y9MV8zNzQ2NDQ5MjU0/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-oliwa-115-m.jpg,2024,"54.3995566,18.5698469"
Gdańsk,Turystyczna,609000,63 m²,2 pokoje,parter/1,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-wyspa-sobieszewska-turystyczna-63m2-mzn2045888388,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvcGFydG5lcnNpbi82L3BhcnRuZXJzaW5fbXNfMTYwNjAzXzEuanBnI3Y9MV8zNzQ0MzYxOTQ4/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-wyspa-sobieszewska-63-m.jpg,2025,"54.3409949,18.8613915"
Gdańsk,Wyspa Sobieszewska,980000,78 m²,3 pokoje,piętro 2/2,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-wyspa-sobieszewska-78m2-mzn2045888756,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvcGFydG5lcnNpbi8yL3BhcnRuZXJzaW5fbXNfMTk5MzEzXzEuanBnI3Y9MV8zNzQzNjg0MTE2/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-wyspa-sobieszewska-78-m.jpg,2025,"54.3419362,18.8163417"
Gdańsk,Mostek,980000,26 m²,1 pokój,piętro 4/4,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-mostek-26m2-mzn2045869902,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvbzEyNTM4MS9kL28xMjUzODFfbXNfNzgyJTI1MkY5NzMzJTI1MkZPTVNfMS5qcGcjdj0xXzM3NDE5MTY2ODE=/3x2_xs:fill_and_crop/kawalerka-na-sprzedaz-gdansk-srodmiescie-26-m.jpg,2024,"54.35207085,18.67541027"
Gdańsk,Angielska Grobla,699000,48 m²,3 pokoje,piętro 4/4,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-angielska-grobla-48m2-mzn2045538897,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvZ21nNDYwOTc1LzMvZ21nNDYwOTc1X21zXzk2NjY1NV8xLmpwZyN2PTFfMzc0NjMwNDg0Mg==/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-srodmiescie-48-m.jpg,1965,"54.35065,18.66529"
Gdańsk,Artura Grottgera,2299000,72 m²,3 pokoje,piętro 1/3,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-oliwa-artura-grottgera-72m2-mzn2045845496,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvbzY3MzE4LzYvbzY3MzE4X21zX0hFWDg2OTI3MF8xLmpwZyN2PTFfMzc0NjcwODIxNg==/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-oliwa-72-m.jpg,2024,"54.3990269,18.5658514"
Gdańsk,Św. Barbary,2299000,47 m²,2 pokoje,piętro 6/6,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-sw-barbary-47m2-mzn2045919195,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvbmFkbW8xL2UvbmFkbW8xX21zXzU0NzIxMF8xLmpwZyN2PTFfMzc0NjQyMDQyNg==/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-srodmiescie-47-m.jpg,2020,"54.3492,18.6618"
Gdańsk,Mariana Seredyńskiego,1299000,103 m²,4 pokoje,parter/3,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-mariana-seredynskiego-103m2-mzn2045674750,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvbzEyNTM4MS9lL28xMjUzODFfbXNfNzM3JTI1MkY5NzMzJTI1MkZPTVNfMS5qcGcjdj0xXzM3NDg2ODU0MDk=/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-srodmiescie-103-m.jpg,1910,"54.34898607,18.66611481"
Gdańsk,Chmielna,1299000,33 m²,1 pokój,piętro 1/7,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-chmielna-33m2-mzn2045675189,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvbW9yZWFsLzIvbW9yZWFsX21zX0VDNzM4NDc2XzEuanBnI3Y9MV8zNzA1MzQ2NTY0/3x2_xs:fill_and_crop/kawalerka-na-sprzedaz-gdansk-srodmiescie-33-m.jpg,2024,"54.34822,18.65934"
Gdańsk,Siennicka,949000,33 m²,2 pokoje,piętro 2/3,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-siennicka-33m2-mzn2045795530,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvbzYxODA4LzkvbzYxODA4X21zX05ONTg2ODY1XzEuanBnI3Y9MV8zNzQyMDgyMzA2/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-srodmiescie-33-m.jpg,1939,"54.350168,18.669654"
Gdańsk,Wałowa,949000,27 m²,1 pokój,piętro 3/5,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-walowa-27m2-mzn2045628469,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvZ21nNDYwOTc1L2MvZ21nNDYwOTc1X21zXzg5MDQ4NF8xLmpwZyN2PTFfMzc0NDQyOTU2MA==/3x2_xs:fill_and_crop/kawalerka-na-sprzedaz-gdansk-srodmiescie-27-m.jpg,2021,"54.35842,18.65463"
Gdańsk,Stanisława Lema,1228030,81 m²,3 pokoje,piętro 17/17,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-piecki-migowo-stanislawa-lema-81m2-mzn2044804322,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvcGFydG5lcnNpbi9lL3BhcnRuZXJzaW5fbXNfMzI5NzAwXzEuanBnI3Y9MV8zNzQ4NzY0MzU3/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-piecki-migowo-81-m.jpg,2019,"54.35097,18.58649"
Gdańsk,Opacka,1228030,93 m²,3 pokoje,piętro 2/3,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-oliwa-opacka-93m2-mzn2043842899,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvcGFydG5lcnNpbi83L3BhcnRuZXJzaW5fbXNfOTc4MTIwXzEuanBnI3Y9MV8zNzQ1ODAyMjQy/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-oliwa-93-m.jpg,2022,"54.41267,18.55989"
Gdańsk,Wrzeszcz,544900,130 m²,5 pokoi,piętro 9/10,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-wrzeszcz-130m2-mzn2045354672,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvcGFydG5lcnNpbi81L3BhcnRuZXJzaW5fbXNfOTgwNjg4XzEuanBnI3Y9MV8zNzQ2MjE1NDAz/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-wrzeszcz-130-m.jpg,2025,"54.38895,18.6234"
Gdańsk,Sienna Grobla,544900,130 m²,4 pokoje,piętro 2/5,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-sienna-grobla-130m2-mzn2045354670,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvcGFydG5lcnNpbi9iL3BhcnRuZXJzaW5fbXNfNTUwNTMyXzEuanBnI3Y9MV8zNzQ2NDQ4OTQy/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-srodmiescie-130-m.jpg,2023,"54.35671,18.66722"
Gdańsk,Chmielna,600000,102 m²,3 pokoje,piętro 5/7,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-chmielna-102m2-mzn2041990437,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvbW9yZWFsL2QvbW9yZWFsX21zX0VDNzU3MDE4XzEuanBnI3Y9MV8zNzI0MDExMjA0/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-srodmiescie-102-m.jpg,2020,"54.34872,18.65785"
Gdańsk,Łąkowa,600000,92 m²,4 pokoje,piętro 3/5,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-lakowa-92m2-mzn2045394190,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvcGFydG5lcnNpbi81L3BhcnRuZXJzaW5fbXNfOTMxNzAyXzEuanBnI3Y9MV8zNzQ0MTgwNzg3/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-srodmiescie-92-m.jpg,2024,"54.34508,18.64785"
Gdańsk,Szafarnia,1720000,116 m²,4 pokoje,piętro 3/5,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-szafarnia-116m2-mzn2044710838,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvcGFydG5lcnNpbi8yL3BhcnRuZXJzaW5fbXNfMzk0OTg4XzEuanBnI3Y9MV8zNzQ0NDg4ODEw/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-srodmiescie-116-m.jpg,2014,"54.34993,18.66118"
Gdańsk,Sienna Grobla,1720000,30 m²,1 pokój,piętro 4/5,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-sienna-grobla-30m2-mzn2045533031,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvZ21nNDYwOTc1LzYvZ21nNDYwOTc1X21zXzY0ODI0OV8xLmpwZyN2PTFfMzc0NDM3MjY0Mw==/3x2_xs:fill_and_crop/kawalerka-na-sprzedaz-gdansk-srodmiescie-30-m.jpg,2023,"54.35657,18.66701"
Gdańsk,Artura Grottgera,2244996,102 m²,3 pokoje,parter/2,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-oliwa-artura-grottgera-102m2-mzn2044967085,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvcGFydG5lcnNpbi8xL3BhcnRuZXJzaW5fbXNfOTQ2NTg4XzEuanBnI3Y9MV8zNzU1NTc4Njg5/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-oliwa-102-m.jpg,1928,"54.40305,18.56276"
Gdańsk,Mostek,2244996,26 m²,1 pokój,parter/4,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-mostek-26m2-mzn2045712667,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvbzEyNTM4MS84L28xMjUzODFfbXNfNzQzJTI1MkY5NzMzJTI1MkZPTVNfMS5qcGcjdj0xXzM3NDEzNjcxMTQ=/3x2_xs:fill_and_crop/kawalerka-na-sprzedaz-gdansk-srodmiescie-26-m.jpg,2025,"54.35308312,18.67587376"
Gdańsk,Piastowska,2640359,74 m²,2 pokoje,piętro 2/3,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-zabianka-wejhera-jelitkowo-tysiaclecia-piastowska-74m2-mzn2045072664,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvcGFydG5lcnNpbi85L3BhcnRuZXJzaW5fbXNfMjM5MTYyXzEuanBnI3Y9MV8zNzQ2NTAwNDA2/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-zabianka-wejhera-jelitkowo-tysiaclecia-74-m.jpg,2007,"54.4159426,18.5854981"
Gdańsk,Chmielna,2640359,56 m²,1 pokój,piętro 6/6,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-chmielna-56m2-mzn2044960651,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvcGFydG5lcnNpbi83L3BhcnRuZXJzaW5fbXNfNjYyNDcwXzEuanBnI3Y9MV8zNzQ0MTM3MTA5/3x2_xs:fill_and_crop/kawalerka-na-sprzedaz-gdansk-srodmiescie-56-m.jpg,2024,"54.3481485,18.6578566"
Gdańsk,Chmielna,3276000,66 m²,1 pokój,piętro 3/6,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-chmielna-66m2-mzn2044960650,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvcGFydG5lcnNpbi9hL3BhcnRuZXJzaW5fbXNfNDcyODczXzEuanBnI3Y9MV8zNzQ0MTM3MDk5/3x2_xs:fill_and_crop/kawalerka-na-sprzedaz-gdansk-srodmiescie-66-m.jpg,2024,"54.3481485,18.6578566"
Gdańsk,Bolesława Leśmiana,3276000,103 m²,3 pokoje,piętro 4/6,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-wrzeszcz-boleslawa-lesmiana-103m2-mzn2044622427,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvcGFydG5lcnNpbi9lL3BhcnRuZXJzaW5fbXNfOTQ1MzM1XzEuanBnI3Y9MV8zNzQyNTE1Nzkw/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-wrzeszcz-103-m.jpg,2021,"54.38153,18.58754"
Gdańsk,Chmielna,4200000,77 m²,1 pokój,piętro 6/6,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-chmielna-77m2-mzn2044960648,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvcGFydG5lcnNpbi9jL3BhcnRuZXJzaW5fbXNfMTgzMDg5XzEuanBnI3Y9MV8zNzQ0MTM3MDg3/3x2_xs:fill_and_crop/kawalerka-na-sprzedaz-gdansk-srodmiescie-77-m.jpg,2024,"54.3481485,18.6578566"
Gdańsk,Św. Ducha,4200000,55 m²,3 pokoje,piętro 2/4,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-sw-ducha-55m2-mzn2044365339,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvcGFydG5lcnNpbi81L3BhcnRuZXJzaW5fbXNfNTMyOTk1XzEuanBnI3Y9MV8zNjUwMTgzNzk2/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-srodmiescie-55-m.jpg,2010,"54.35033,18.65379"
Gdańsk,Stara Stocznia,2012949,95 m²,4 pokoje,piętro 5/6,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-stara-stocznia-95m2-mzn2045376633,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvcGFydG5lcnNpbi8xL3BhcnRuZXJzaW5fbXNfNTcwMzIxXzEuanBnI3Y9MV8zNjQ1OTg0MTM2/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-srodmiescie-95-m.jpg,2023,"54.35584,18.66169"
Gdańsk,Stara Stocznia,2012949,95 m²,4 pokoje,piętro 5/6,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-stara-stocznia-95m2-mzn2045376632,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvcGFydG5lcnNpbi9jL3BhcnRuZXJzaW5fbXNfNzA2Mzc2XzEuanBnI3Y9MV8zNjYwMjE2MDU5/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-srodmiescie-95-m.jpg,2023,"54.35584,18.66169"
Gdańsk,Bursztynowa,4300000,90 m²,4 pokoje,piętro 1/3,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-zabianka-wejhera-jelitkowo-tysiaclecia-bursztynowa-90m2-mzn2043138041,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvcGFydG5lcnNpbi82L3BhcnRuZXJzaW5fbXNfNzE5NjYzNDM0XzEuanBnI3Y9MV8zNjczMDA1Mjc1/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-zabianka-wejhera-jelitkowo-tysiaclecia-90-m.jpg,2017,"54.4268444,18.5963633"
Gdańsk,Sienna Grobla,4300000,89 m²,4 pokoje,piętro 5/5,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-sienna-grobla-89m2-mzn2045128544,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvcGFydG5lcnNpbi9mL3BhcnRuZXJzaW5fbXNfNjMxNDgzXzEuanBnI3Y9MV8zNzA2NDUyNjU1/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-srodmiescie-89-m.jpg,2024,"54.35671,18.66722"
Gdańsk,Stara Stocznia,799000,73 m²,3 pokoje,piętro 1/6,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-stara-stocznia-73m2-mzn2045282510,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvcGFydG5lcnNpbi9jL3BhcnRuZXJzaW5fbXNfNDY0NTcwXzEuanBnI3Y9MV8zNjQzNzc4NDMz/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-srodmiescie-73-m.jpg,2023,"54.35584,18.66169"
Gdańsk,Sienna Grobla,799000,77 m²,3 pokoje,piętro 1/4,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-sienna-grobla-77m2-mzn2044104599,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvcGFydG5lcnNpbi82L3BhcnRuZXJzaW5fbXNfNDYyNDYwXzEuanBnI3Y9MV8zNjA3NjAxODg4/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-srodmiescie-77-m.jpg,2023,"54.35203,18.64664"
Gdańsk,Chłopska,2720000,43 m²,2 pokoje,piętro 4/4,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-przymorze-chlopska-43m2-mzn2045354716,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvcmFuZGFsbGludi9jL3JhbmRhbGxpbnZfbXNfUkFOREFMTDI0MTQ3NF8xLmpwZyN2PTFfMzY3NTgzNDA3Mw==/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-przymorze-43-m.jpg,-1,"54.40688,18.59245"
Gdańsk,Artura Grottgera,2720000,106 m²,4 pokoje,parter/3,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-oliwa-artura-grottgera-106m2-mzn2045892728,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEva29uMDQxNS9lL2tvbjA0MTVfbXNfRUMzMDY3MjVfMS5qcGcjdj0xXzM3NDM5NDA5NjU=/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-oliwa-106-m.jpg,2023,"54.3990269,18.5658514"
Gdańsk,Śródmieście,364730,30 m²,2 pokoje,piętro 1/4,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-30m2-mzn2045837655,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvbjEyOTE1Mi9hL24xMjkxNTJfbXNfT0Y0MDk4NTgwMDhfMS5qcGcjdj0xXzM3MzkyMDk1Njk=/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-srodmiescie-30-m.jpg,2024,"54.35114,18.67415"
Gdańsk,Letnicka,364730,41 m²,2 pokoje,piętro 4/5,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-letnica-aleksandra-rozankowskiego-41m2-mzn2045870943,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvYm5ob21lLzMvYm5ob21lX21zXzU5NjkzNF8xLmpwZyN2PTFfMzc0NDAwMTk2OA==/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-letnica-41-m.jpg,2025,"54.4030119,18.6522102"
Gdańsk,Karola Dickensa,2290000,42 m²,2 pokoje,piętro 2/10,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-przerobka-karola-dickensa-42m2-mzn2045895765,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvbW9yemUvOC9tb3J6ZV9tc19QQU4zNDY1MDFfMS5qcGcjdj0xXzM3NDg2OTYyNDg=/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-przerobka-42-m.jpg,1977,"54.3476689,18.6549706"
Gdańsk,Mostek,2290000,25 m²,1 pokój,piętro 4/4,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-mostek-25m2-mzn2045895116,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvbW9yemUvYS9tb3J6ZV9tc19QQU45MTQ5ODVfMS5qcGcjdj0xXzM3NTU1ODc0MDE=/3x2_xs:fill_and_crop/kawalerka-na-sprzedaz-gdansk-srodmiescie-25-m.jpg,2024,"54.3516195,18.6754656"
Gdańsk,Jacka Malczewskiego,1785015,55 m²,2 pokoje,parter/3,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-jacka-malczewskiego-55m2-mzn2045892401,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvbW9yemUvMy9tb3J6ZV9tc19QQU43Nzg0NzVfMS5qcGcjdj0xXzM3NTU3MDgyNzU=/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-srodmiescie-55-m.jpg,2023,"54.3467494,18.6178367"
